Serial Number,address,attributes,business_id,Category 1,Category 2,Category 3,Event Planning & Caterers,Cuisine,Cuisine 2,Cuisine 3,Cuisine 4,Cuisine5,Cuisine6,Cuisine Type 1,city,hours,is_open,latitude,longitude,name,neighborhood,postal_code,review_count,stars,state
37,3333 E Van Buren St,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': True, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, True, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': True, 'brunch': False}, None, None, False, None, average, None, False, casual, None, False, True, 1, False, False, True, None, None, free)",E3qxMkbKxQR6Aca36c53GA,Restaurant,,,,American,,,,,,,Phoenix,"(7:0-15:0, 7:0-15:0, None, None, 7:0-15:0, 7:0-15:0, 7:0-15:0)",1,33.4508289,-112.0094532,"Helpings Cafe, Market and Catering",,85008,46,5,AZ
38,2001 S 7th Ave,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, None, None, None, None, False, None, None, True, {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, True, None, None, None, False, casual, None, False, True, 1, False, False, True, None, True, free)",eVsO9Bx4-fty-uTzWdZKHg,Restaurant,,,,Mexican,,,,,,,Phoenix,"(7:0-7:0, 7:0-7:0, 7:0-7:0, 7:0-7:0, 7:0-7:0, 7:0-7:0, 7:0-7:0)",0,33.4298792,-112.0821418,Armando's Mexican Food,,85007,7,3,AZ
39,"34455 N 27th Dr, Ste 101","(None, None, none, None, None, None, None, False, None, True, None, None, None, None, None, None, None, None, None, True, None, None, None, False, None, None, None, False, casual, None, False, False, 2, False, False, True, None, None, None)",3lRXNifVJDgqylwaQEHvGw,Restaurant,,,,American,,,,,,,Phoenix,"(10:0-22:0, 10:0-22:0, 10:0-22:0, 11:0-22:0, 10:0-22:0, 10:0-22:0, 10:0-22:0)",1,33.797324,-112.117516,Dairy Queen,,85085,19,2.5,AZ
40,3504 W. Northern Ave,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, None, False, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, False, None, average, None, True, casual, None, False, True, 1, False, False, True, None, None, no)",HNQzTcyaW3PwJ2oC8vKWHw,Restaurant,,,,Mexican,,,,,,,Phoenix,,0,33.5534699,-112.1353718,Filiberto's Mexican Food,,85051,16,2.5,AZ
41,1985 W Happy Valley Rd,"(None, None, None, None, None, None, None, None, None, True, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2, None, None, True, None, None, None)",lVaHDON2mxLr5mneUnawKg,Restaurant,,,,Indian,,,,,,,Phoenix,"(16:30-22:0, None, 16:30-22:0, 16:30-21:0, 16:30-21:0, 16:30-21:0, 16:30-21:0)",1,33.7122821,-112.1019899,Pastries N Chaat,,85085,14,3.5,AZ
42,545 E Mcdowell,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, False, None, None, None, None, True, None, True, {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': False}, None, None, False, None, very_loud, None, False, casual, None, False, True, 1, False, False, True, None, None, free)",zLHOG9ty0OcXSQ6iy2BwwA,Restaurant,,,,American,,,,,,,Phoenix,"(4:30-4:0, 4:30-0:0, 4:30-4:0, 4:30-0:0, 4:30-0:0, 4:30-0:0, 4:30-0:0)",1,33.46508992,-112.0655664,McDonald's,,85007,29,2,AZ
43,231 W Thomas Rd,"(None, None, None, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, None, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, None, None, None, None, None, None, None, None, False, None, None, None, False, None, average, None, False, casual, None, True, False, 1, False, None, True, None, True, no)",LyuDnoxI8yiPPmwcF62bfw,Restaurant,,,,American,,,,,,,Phoenix,"(10:30-0:0, 10:30-23:0, 10:30-0:0, 10:30-23:0, 10:30-23:0, 10:30-23:0, 10:30-23:0)",1,33.4799101,-112.0779712,Papa John's Pizza,,85013,29,2,AZ
44,"6544 W Thomas Rd, Ste 28","(None, None, full_bar, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, False, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, None, True, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, True, None, average, None, False, casual, None, False, True, 2, False, True, True, None, None, free)",beqqBCKM_4aRPmRzCfk2xA,Restaurant,,,,Japanese,,,,,,,Phoenix,"(10:0-23:0, 10:0-22:0, 10:0-23:0, 10:0-21:0, 10:0-22:0, 15:0-19:0, 10:0-22:0)",0,33.4811859,-112.2015053,Hikari Uni Sushi,,85033,27,3.5,AZ
45,8510 N 7th St,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, None, None, True, {'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}, None, True, None, None, None, True, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, None, None, False, None, quiet, None, True, casual, None, True, False, 2, False, False, True, None, True, no)",#NAME?,Restaurant,,,,American,,,,,,Barbeque,Phoenix,"(11:0-11:0, 11:0-21:0, None, 11:0-18:0, 11:0-21:0, 11:0-21:0, 11:0-21:0)",0,33.5609161,-112.0654251,Stacy's Pit Stop BBQ,,85020,25,2.5,AZ
46,12630 N Tatum Blvd,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, False, None, None, None, None, True, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': True, 'brunch': False}, None, None, True, None, loud, None, False, casual, None, False, True, 1, False, False, True, None, None, no)",gkIyPrNGpF4EGqoYWe2KBQ,Restaurant,,,,American,,,,,,,Phoenix,,1,33.6010865,-111.9797526,Wendy's,,85032,30,2.5,AZ
47,18545 N Allied Way,"(None, None, full_bar, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, {'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, True, False, None, None, None, None, False, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, None, True, True, {'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}, average, None, True, casual, None, False, True, 2, True, True, True, None, True, free)",yUkOP3Tmdp1pWA7p3zHboQ,Pub,,,,American,,,,,,,Phoenix,"(11:0-0:0, 11:0-23:0, 11:0-0:0, 11:0-22:0, 11:0-23:0, 11:0-23:0, 11:0-23:0)",1,33.65463463,-111.9292059,Gordon Biersch Brewery Restaurant,,85054,191,3.5,AZ
48,"7000 E Mayo Blvd, Ste 1084","(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, True, None, None, None, True, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, None, None, True, None, average, None, True, casual, None, False, True, 1, False, False, True, None, True, no)",BA2tYMpTHR3i7X-6qtcWaw,Restaurant,,,,Vietnamese,,,,,,,Phoenix,"(10:30-21:0, 10:30-21:0, 10:30-21:0, None, 10:30-21:0, 10:30-21:0, 10:30-21:0)",1,33.65808983,-111.9329555,Tea Light Cafe,,85054,334,4,AZ
49,"1515 N 7th Ave, Ste 120 A","(None, None, beer_and_wine, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, True, None, None, None, None, False, None, True, {'dessert': False, 'latenight': True, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, False, None, average, None, True, casual, None, False, True, 1, False, False, True, None, None, no)",GoMlPsj-w62P58ZjUPYKmw,Restaurant,,,,Mexican,,,,,,,Phoenix,"(10:45-23:0, 10:45-23:0, 10:45-23:0, 10:45-23:0, 10:45-23:0, 10:45-23:0, 10:45-23:0)",1,33.4654694,-112.0821769,Chipotle Mexican Grill,,85003,70,3,AZ
50,8525 N Central Ave,"(None, None, full_bar, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, None, None, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, True, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, None, None, True, None, average, None, True, casual, None, True, True, 2, True, True, True, None, True, no)",TQ-FgDYJbJhIXTvSdv-jUw,Restaurant,,,,American,,,,,,Barbeque,Phoenix,,0,33.5612361,-112.0737398,Dillon's On Top of Central,,85020,57,3,AZ
51,8225 W Camelback Rd,"(None, None, None, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, False, None, True, None, None, None, None, None, None, None, True, None, True, None, None, None, False, None, None, None, False, casual, None, False, True, 1, False, None, True, None, None, None)",0BaMoKDVNv-MP84BQ9EK9A,Restaurant,,,,American,,,,,,,Phoenix,,1,33.5083902,-112.2367717,Jack In the Box,,85033,9,1,AZ
52,8202 W Indian School Rd,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, False, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, False, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': True}, None, None, True, None, average, None, False, casual, None, False, True, 1, False, True, True, None, True, free)",e0CehK0lUWqd530L4-ni3A,Restaurant,,,,Mexican,,,,,,,Phoenix,"(9:0-18:0, 9:0-18:0, 9:0-17:0, 9:0-17:0, 9:0-18:0, 9:0-18:0, 9:0-18:0)",1,33.495647,-112.235947,Nuevo Burrito,,85033,28,4,AZ
53,17238 N 19th Ave,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, False, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, None, False, None, None, None, None, True, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, False, None, average, None, True, casual, None, False, True, 1, False, False, True, None, None, no)",2ADoawEfSAZpnQSwVEo5Ig,Restaurant,,,,American,,,,,,,Phoenix,"(6:0-0:0, 6:0-23:0, 6:0-0:0, 7:0-23:0, 6:0-23:0, 6:0-23:0, 6:0-23:0)",1,33.6426213,-112.100383,Sonic Drive-In,,85023,16,2,AZ
54,"15530 N Tatum Blvd, Ste 130","(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, None, True, None, None, None, None, False, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, None, None, True, None, average, None, True, casual, None, False, True, 1, False, False, True, None, None, no)",Znh1IeGT1EbiQsZqg2Acpg,Restaurant,,,,American,,,,,,,Phoenix,"(10:0-21:0, 10:0-21:0, 10:0-21:0, 10:0-21:0, 10:0-21:0, 10:0-21:0, 10:0-21:0)",1,33.62724776,-111.9784019,Firehouse Subs,,85032,69,3,AZ
55,16618 N 32nd St,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, None, None, None, None, None, None, None, True, {'dessert': False, 'latenight': True, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}, None, None, True, None, average, None, True, casual, None, False, True, 1, True, True, True, None, None, no)",d6kfTFKpKJX93qAEPhBGAg,Restaurant,,,,American,,,,,,,Phoenix,"(18:0-2:0, 18:0-23:0, 18:0-2:0, 18:0-23:0, 18:0-23:0, 18:0-23:0, 18:0-23:0)",1,33.63783732,-112.0136708,Lupita's Hot Dogs,,85032,85,5,AZ
56,2160 E Baseline Rd,"(None, None, None, None, False, no, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, casual, None, None, None, 2, None, False, None, None, None, None)",KdGkP141oR20eclgA_VFwg,Restaurant,,,,American,,,,,,,Phoenix,,0,33.3779323,-112.0329027,Nothing But Noodles,,85073,6,2,AZ
57,9 Park Central Mall,"(None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, False, True, None, True, None)",QB3y9F9SByx_s6oKSTaSsQ,Restaurant,,,,American,,,,,,,Phoenix,,0,33.449188,-112.0772,Miracle Mile Deli,,85003,5,4,AZ
58,7451 W Indian School Rd,"(None, None, None, None, None, None, None, None, None, True, None, None, None, None, None, None, None, None, None, True, None, None, None, None, None, None, None, None, None, None, False, True, None, False, None, None, None, None, None)",l_Rb8er2wpk4_TZ1R_3sHg,Restaurant,,,,American,,,,,,,Phoenix,"(10:30-22:0, 10:30-22:0, 10:30-22:0, 10:30-22:0, 10:30-22:0, 10:30-22:0, 10:30-22:0)",1,33.4942594,-112.2202621,Church's Chicken,,85033,5,2,AZ
59,741 E Bell Rd,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, False, None, None, None, None, None, None, True, {'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': True, 'brunch': False}, None, None, False, None, average, None, True, casual, None, False, True, 1, False, False, True, None, None, no)",daLsASi-J8zee8cpZSnqjQ,Restaurant,,,,Mexican,,,,,,,Phoenix,,1,33.6402028,-112.0647491,Eribertos Mexican Food,,85022,44,3.5,AZ
60,1580 E Pima St,"(None, None, full_bar, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, False, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': True, 'brunch': False}, None, None, True, None, average, None, False, casual, None, False, True, 1, False, True, True, None, True, free)",SgPfkKWoG-23WMWQCT8ymg,Restaurant,,,,Mexican,,,,,,,Phoenix,"(9:0-0:0, 9:0-21:0, 8:0-0:0, 8:0-0:0, 9:0-21:0, 9:0-21:0, 9:0-21:0)",1,33.4335272,-112.048522,Pitic Restaurant,,85034,62,4,AZ
61,3653 W Van Buren St,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, None, True, False, True, {'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}, None, False, None, None, None, False, True, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': True, 'brunch': True}, None, None, True, None, quiet, None, False, casual, None, False, True, 1, False, False, True, None, True, no)",MldtbULi0uqWxduSyE663w,Restaurant,,,,American,,,,,,,Phoenix,"(6:0-20:0, 6:0-20:0, 6:0-20:0, 8:0-17:30, 6:0-20:0, 6:0-20:0, 6:0-20:0)",1,33.4510006,-112.1384358,XL California Burger Company,,85009,27,3,AZ
